,n_samples,noise,SR,SR_time,TPOT,TPOTSR,AK,AKSR,LR,timeTPOT,timeTPOTSR,timeAK,timeAKSR,meanguess,generations,function_set,epochs,max_TPOT_time
24,100,0.01,0.030713852,35.1397841,0.032384231,0.030152912,0.296716146,0.140772602,2.966706919,601.2716241,600.4324117,222.5535164,141.616977,7.43323261,50,"['add', 'sub', 'mul', 'div']",,10
25,100,0.01,0.037584261,35.09571433,0.61960088,0.03803515,0.481446462,0.152034968,2.466073059,600.5597544,605.2179549,129.14165,191.7061872,2.261221917,50,"['add', 'sub', 'mul', 'div']",,10
26,100,0.01,1.568167642,42.9741106,0.861035802,2.159357317,1.603558591,1.189360275,2.720012372,610.1545625,614.0343435,130.4153759,183.1179509,3.11854087,50,"['add', 'sub', 'mul', 'div']",,10
27,100,0.01,0.015859837,35.01181746,0.016964939,0.018392493,0.320312663,0.185949286,1.302522534,601.8221502,600.300683,52.49722385,55.68014193,1.907263879,50,"['add', 'sub', 'mul', 'div']",,10
28,100,0.01,0.030162734,37.45886326,0.029964763,0.033332301,0.822952149,0.105887132,4.540985607,600.6595948,601.0261559,32.9085691,119.4954357,4.902919284,50,"['add', 'sub', 'mul', 'div']",,10
29,100,0.01,5.036558456,39.56367064,8.828114997,5.135743292,14.28776473,4.900652777,15.58786267,600.7238536,602.6234732,15.70083761,199.068274,14.62349495,50,"['add', 'sub', 'mul', 'div']",,10
30,100,0.01,4.035858975,38.4783206,9.139182504,4.012508439,19.80541342,7.185685306,22.18927126,620.6672087,600.0400157,21.28204966,30.09833908,21.61806924,50,"['add', 'sub', 'mul', 'div']",,10
31,100,0.01,0.025339277,34.73817611,0.027986792,0.026122245,0.546429483,0.373829345,1.627899078,600.1243758,600.8722537,24.10939717,21.60128927,2.340238643,50,"['add', 'sub', 'mul', 'div']",,10
32,100,0.01,0.011919237,34.51741576,0.012249348,0.012036714,0.334148119,0.034151375,1.140138811,600.8749678,600.2737269,24.62538147,56.11211777,1.706943391,50,"['add', 'sub', 'mul', 'div']",,10
33,100,0.01,1.814003349,38.03159904,2.090399253,1.562970302,3.141739929,1.856614906,3.466329065,600.7921221,600.5036783,104.9043431,177.9006226,3.849610919,50,"['add', 'sub', 'mul', 'div']",,10
34,100,0.01,0.038586337,42.45898771,0.060371171,0.037714806,0.633461226,0.070253709,2.866982777,600.8474381,600.9501295,203.0383554,135.9837279,3.736096588,50,"['add', 'sub', 'mul', 'div']",,10
35,100,0.01,3.105843782,42.39451385,28.01459644,3.620727788,17.22106949,8.366643492,18.37827556,603.3362744,600.4787142,15.41372347,32.09446692,17.695412,50,"['add', 'sub', 'mul', 'div']",,10
36,100,0.01,21.20573277,37.23039055,22.81676545,21.4567248,21.91745568,21.66982967,20.97054225,610.4947703,604.8661733,12.3650949,7.220148325,22.11797059,50,"['add', 'sub', 'mul', 'div']",,10
37,100,0.01,0.030576213,39.20159769,3.518777405,0.041439173,4.721770281,3.423877267,5.696770734,600.2158537,600.6353652,15.30522847,16.44863868,5.096329679,50,"['add', 'sub', 'mul', 'div']",,10
38,100,0.01,0.037105342,37.05239105,0.037494065,0.037927406,0.174078665,0.115451396,4.985013037,600.933707,600.1052659,207.0518401,160.9354551,5.460155548,50,"['add', 'sub', 'mul', 'div']",,10
39,100,0.01,0.022548241,39.65179968,0.021323679,0.022147124,0.269691613,0.037610766,2.246521651,600.7965014,602.1859839,155.6007459,96.26461363,3.138759323,50,"['add', 'sub', 'mul', 'div']",,10
40,100,0.01,0.01398225,37.84743357,0.787034566,0.014939611,0.743103632,0.72818797,2.119772105,601.3452423,601.2295079,177.9265921,19.27295899,2.14341308,50,"['add', 'sub', 'mul', 'div']",,10
41,100,0.01,0.012235423,36.28563142,1.005089129,0.013327507,1.112475001,0.240004181,1.526609759,600.1858449,600.5405638,208.4496479,64.8979218,1.385475488,50,"['add', 'sub', 'mul', 'div']",,10
42,100,0.01,0.036589447,42.87094092,4.04047957,0.038620119,7.188619735,1.575382955,7.095061601,607.4667242,600.5899005,18.35358262,23.81296635,7.929823874,50,"['add', 'sub', 'mul', 'div']",,10
43,100,0.01,2.753697841,35.46010947,0.060947094,0.473993663,1.09458407,2.080891067,3.540009282,604.3068609,602.8404715,141.7402296,47.93887186,4.868858989,50,"['add', 'sub', 'mul', 'div']",,10
44,100,0.01,19.34529276,44.30448151,27.36667982,18.73691795,27.99598606,22.78992378,26.44826697,604.8843613,600.3606286,65.52310658,131.0209725,27.82780599,50,"['add', 'sub', 'mul', 'div']",,10
45,100,0.01,0.026392568,36.44915318,0.256977385,0.026552753,2.292949529,0.090346013,3.164469184,600.3845537,601.8372924,12.13257074,202.3496294,2.734236476,50,"['add', 'sub', 'mul', 'div']",,10
46,100,0.01,0.037370581,40.13522863,0.042731186,0.046957513,0.493978977,0.432464534,4.682175485,600.2626843,600.6353164,207.4650903,52.70300722,4.880053265,50,"['add', 'sub', 'mul', 'div']",,10
47,100,0.01,0.020606966,37.62150073,0.023395764,0.020028751,0.025805322,0.03545216,0.020054731,600.0445166,600.8486729,65.22174501,41.57054591,2.335706419,50,"['add', 'sub', 'mul', 'div']",,10
48,100,0.01,0.038231223,37.76553655,0.749728961,0.042309844,5.56779066,3.753359552,5.025158989,603.6566861,600.7553432,20.71051455,16.62276816,8.262084093,50,"['add', 'sub', 'mul', 'div']",,10
49,100,0.01,0.034514053,41.37171507,2.228819376,0.036912203,2.338487541,0.194566234,3.953819169,604.5218651,601.187911,20.48344946,204.3525293,4.601639263,50,"['add', 'sub', 'mul', 'div']",,10
50,100,0.02,2.92561116,38.76581836,2.875004776,2.68307939,5.399161826,2.655775706,5.159386274,600.6530409,600.2115903,11.39658546,50.03102875,5.479708198,50,"['add', 'sub', 'mul', 'div']",,10
51,100,0.02,1.705562551,39.44422936,0.158124412,0.801030812,2.983832262,1.442352738,3.101461953,602.4906886,600.8521719,12.73501062,23.07791185,3.356482749,50,"['add', 'sub', 'mul', 'div']",,10
52,100,0.02,0.064133275,40.27287173,0.124038955,0.067766749,0.622389999,0.373017877,3.674569133,602.8534446,600.2272475,178.5767539,129.534483,4.373662445,50,"['add', 'sub', 'mul', 'div']",,10
53,100,0.02,0.024232207,41.01562119,0.023967463,0.026651473,0.422039713,0.211702479,1.360376085,600.6227405,601.7926743,51.57722259,36.25158834,1.961415423,50,"['add', 'sub', 'mul', 'div']",,10
54,100,0.02,1.602097167,38.20711803,1.928149914,1.747326864,2.183534995,2.14273036,2.425550837,600.1020398,600.0328286,56.30890298,44.02733564,2.058108441,50,"['add', 'sub', 'mul', 'div']",,10
55,100,0.02,0.043500516,39.49730539,0.043157119,0.040025048,0.044662804,0.042312075,0.041635223,600.6927781,600.2472539,67.79838586,49.18002558,2.193664328,50,"['add', 'sub', 'mul', 'div']",,10
56,100,0.02,2.429103246,39.41258526,2.765293204,2.965234212,3.671321074,3.288195733,2.970849774,600.8840978,600.3490541,44.21249461,27.26061535,2.376438033,50,"['add', 'sub', 'mul', 'div']",,10
57,100,0.02,2.511252198,41.34039712,1.251334673,2.393059341,2.829734508,1.774127163,3.821715882,602.5527368,600.4699683,15.91872978,23.36511159,3.084115648,50,"['add', 'sub', 'mul', 'div']",,10
58,100,0.02,3.772531105,44.33213902,4.518827214,3.484714276,4.792502872,4.170021905,5.624648404,607.399848,602.0842621,19.86617541,17.4530704,4.094159617,50,"['add', 'sub', 'mul', 'div']",,10
59,100,0.02,0.066042856,40.54636312,0.065594658,0.065578034,0.262628718,0.068270895,0.066787459,600.0833347,600.4250333,21.82384729,78.9908843,3.662446813,50,"['add', 'sub', 'mul', 'div']",,10
60,100,0.02,0.033951771,38.75969815,5.361163428,0.036833587,2.374200065,0.331602122,2.722223581,602.9649522,601.6452496,10.51951146,205.4222906,2.278290098,50,"['add', 'sub', 'mul', 'div']",,10
61,100,0.02,0.056518288,44.1958971,0.051442042,0.056542117,0.133753148,0.086924858,2.48660156,600.1790831,600.3389635,130.994422,215.7084103,3.9874572,50,"['add', 'sub', 'mul', 'div']",,10
62,100,0.02,0.042423697,40.80393934,1.41700176,0.044783197,2.451114589,0.247249907,2.080440638,602.5423431,601.9626164,9.277758121,108.2809486,2.476131471,50,"['add', 'sub', 'mul', 'div']",,10
63,100,0.02,0.057976327,45.74023962,4.137192098,0.058481304,3.268572277,2.408416211,3.749883145,600.8068731,600.1348829,17.08559132,18.22859478,4.541060095,50,"['add', 'sub', 'mul', 'div']",,10
64,100,0.02,0.03905001,37.8164134,0.045931399,0.043559644,0.044096309,0.052896065,0.040059873,600.6813505,600.0468884,63.21229458,53.13221622,2.377890704,50,"['add', 'sub', 'mul', 'div']",,10
65,100,0.02,0.021416653,39.12709141,0.021682933,0.02240018,0.301109844,0.204657519,0.967489408,613.1204152,601.4433038,26.64603567,29.11746931,1.467616118,50,"['add', 'sub', 'mul', 'div']",,10
66,100,0.02,0.057791863,42.16216135,1.922644973,0.058897705,2.326539066,0.421924077,2.023707166,617.7132108,609.5027838,128.9334445,144.9777563,2.145858567,50,"['add', 'sub', 'mul', 'div']",,10
67,100,0.02,0.20247453,43.8548553,8.616795382,0.214840991,7.092089075,6.792985796,10.68735737,600.2182484,600.4639311,22.25500989,17.45373607,5.974592652,50,"['add', 'sub', 'mul', 'div']",,10
68,100,0.02,0.032764836,38.90509319,0.034057801,0.035977109,0.045093509,0.127159916,0.033974966,600.4709167,600.7800283,99.0095818,22.63443518,2.122024005,50,"['add', 'sub', 'mul', 'div']",,10
69,100,0.02,0.060287764,40.28235722,0.071033726,0.061056197,0.688531331,0.122233993,2.78213286,601.5071938,600.4567935,175.3640411,60.86938953,3.462310749,50,"['add', 'sub', 'mul', 'div']",,10
70,100,0.02,0.06501538,43.06104064,0.110966908,0.064733997,1.162376602,0.14515923,5.457186439,601.4575448,602.9912021,155.3466725,223.2023485,4.935362484,50,"['add', 'sub', 'mul', 'div']",,10
71,100,0.02,0.046507154,41.9450829,0.626415586,0.05814414,0.493071588,0.06635892,1.886839783,600.8541183,607.680301,122.6047108,97.97441936,2.049351965,50,"['add', 'sub', 'mul', 'div']",,10
72,100,0.02,3.157651462,40.88777065,3.245861559,9.761362707,3.214140374,3.603272446,4.44991569,600.6275816,600.4060168,36.0170033,27.54078913,4.558060471,50,"['add', 'sub', 'mul', 'div']",,10
73,100,0.02,1.524646844,41.161515,2.353083046,1.455343545,2.58892823,0.529622555,3.331672691,600.3835404,600.0689685,28.6385448,218.7479577,3.835576662,50,"['add', 'sub', 'mul', 'div']",,10
74,100,0.02,7.36563524,51.06051111,9.108408559,7.280476807,9.562598666,6.395579384,16.94327602,600.7922134,600.5914137,215.7017457,42.92489839,16.16585641,50,"['add', 'sub', 'mul', 'div']",,10
75,100,0.02,1.806794822,38.31825447,2.031724101,1.548686795,1.725009751,1.946961676,1.992756941,603.0807157,601.0035064,221.7892642,23.5419569,2.71426058,50,"['add', 'sub', 'mul', 'div']",,10
76,100,0.02,0.019046606,35.9203105,0.019085808,0.023367948,0.205312553,0.125354392,0.019155794,601.3170369,600.7058918,22.1725657,21.941149,1.838716899,50,"['add', 'sub', 'mul', 'div']",,10
77,100,0.02,0.042877852,40.4527061,0.149562533,0.040802108,0.316819228,0.101081134,1.697733158,604.9790251,601.7464297,107.1185334,97.14678931,2.146602814,50,"['add', 'sub', 'mul', 'div']",,10
78,100,0.02,1.361198235,38.24961138,1.398352355,1.444717122,1.576585392,1.562665258,1.678133563,600.6437449,600.2439544,34.67054248,22.58183813,1.502782754,50,"['add', 'sub', 'mul', 'div']",,10
79,100,0.02,1.617949044,38.97841978,1.556364678,1.286314701,1.59797784,1.37666425,2.24811292,600.9987469,600.3325303,16.15892816,29.95676112,1.466077261,50,"['add', 'sub', 'mul', 'div']",,10
80,100,0.02,0.076757002,40.95863676,0.097540228,0.084977577,0.819574174,0.184245666,2.928690246,607.1582484,600.7473042,216.6743143,138.1226468,7.284392244,50,"['add', 'sub', 'mul', 'div']",,10
81,100,0.02,2.522929892,38.75020885,1.881732523,2.456710625,2.28218788,2.179451313,2.791474602,600.4982696,600.3722444,17.40063524,15.56634474,2.244910213,50,"['add', 'sub', 'mul', 'div']",,10
82,100,0.02,3.196170625,36.75715399,6.226224779,6.25271964,2.530774827,2.353125459,2.512173076,600.7917993,608.9504373,15.77616906,20.07723713,2.515538961,50,"['add', 'sub', 'mul', 'div']",,10
83,100,0.02,0.070488807,42.91587758,0.501900063,0.068860863,1.822918068,0.322657196,4.032601518,601.427897,600.8549535,35.99901056,117.2687092,4.131021914,50,"['add', 'sub', 'mul', 'div']",,10
84,100,0.02,0.045701014,39.52666831,1.594684918,0.046493217,2.608469068,0.226069702,3.911643286,602.0573807,606.704179,23.45772862,222.9360745,3.072988552,50,"['add', 'sub', 'mul', 'div']",,10
85,100,0.02,0.962226759,42.1502552,1.116244217,0.905890996,1.743055945,1.364884795,1.783797862,601.7825613,600.3830066,27.30896974,25.65078521,4.044572371,50,"['add', 'sub', 'mul', 'div']",,10
86,100,0.02,0.038697963,39.03283262,0.059634614,0.037753006,0.565411265,0.166022334,1.892675432,601.2436905,600.7082956,218.7648275,85.22270989,2.345980309,50,"['add', 'sub', 'mul', 'div']",,10
87,100,0.02,0.044761291,39.72068143,0.044185501,0.04474909,0.063835498,0.046640615,0.044581256,601.4050133,600.2628636,54.45207453,64.17724276,1.769540762,50,"['add', 'sub', 'mul', 'div']",,10
88,100,0.02,0.04291001,40.69127917,0.048300779,0.043396371,0.186349102,0.059536914,1.897062683,601.0516641,600.3122718,198.9833817,84.36828923,3.103478741,50,"['add', 'sub', 'mul', 'div']",,10
89,100,0.02,0.092516637,39.15817451,12.71815306,0.096077677,13.37586459,2.220353706,13.11459038,604.8748629,600.927314,22.12674522,202.6140163,13.11942939,50,"['add', 'sub', 'mul', 'div']",,10
90,100,0.02,0.028302511,39.92469287,0.027813767,0.037390597,0.204897494,0.078582147,1.323142322,600.8515811,600.2897539,206.4011567,94.83418036,2.155070792,50,"['add', 'sub', 'mul', 'div']",,10
91,100,0.02,0.062579925,37.33127999,0.113890702,0.063329878,3.493684926,1.146658671,5.320893185,611.7129793,600.1395977,19.14247394,18.36299968,6.181472378,50,"['add', 'sub', 'mul', 'div']",,10
92,100,0.02,0.025494969,39.19547486,0.023594376,0.025405926,0.025203217,0.076167114,1.066727029,600.626713,600.1963236,83.85974884,17.92904854,1.297950774,50,"['add', 'sub', 'mul', 'div']",,10
93,100,0.02,1.205063877,40.80507565,0.745676685,1.17441244,1.562857769,1.11306995,1.521573442,601.1311691,600.1309299,14.97635174,15.26315928,3.246884765,50,"['add', 'sub', 'mul', 'div']",,10
94,100,0.02,0.060850235,36.84257269,0.05225817,0.069720348,0.417965041,0.093543933,2.844207887,600.0531099,600.6250281,62.03341079,140.5308423,3.580580492,50,"['add', 'sub', 'mul', 'div']",,10
95,100,0.02,0.049279088,35.93447328,2.300208054,0.048850734,2.527941719,0.398308999,3.364433634,600.3378968,605.0464458,17.19021749,93.56537127,2.130372719,50,"['add', 'sub', 'mul', 'div']",,10
96,100,0.02,0.122953207,39.10986853,16.13493063,0.122384855,6.22324376,1.682533316,9.612844757,600.45456,600.4698534,17.46803141,27.60652924,6.545707913,50,"['add', 'sub', 'mul', 'div']",,10
97,100,0.02,0.107578397,38.02701735,0.198441033,0.116481215,4.170603275,0.144287951,3.982346217,618.2211211,600.4939325,21.18848372,196.5379219,6.152888725,50,"['add', 'sub', 'mul', 'div']",,10
98,100,0.02,0.026924086,39.81613421,1.686248225,0.027732673,2.224404895,0.15873013,2.757684174,604.0095344,600.7269521,9.700047016,130.4196837,2.236705876,50,"['add', 'sub', 'mul', 'div']",,10
99,100,0.02,1.922390168,39.91030598,4.789976281,1.364447714,5.532986707,1.958142397,5.409144444,601.4357312,600.6774178,13.71652317,27.18742967,5.669051579,50,"['add', 'sub', 'mul', 'div']",,10
100,100,0.03,2.698290041,22.86979294,2.297945431,1.839628514,2.692019945,1.845984748,3.263435723,602.5554271,603.5115392,10.36707354,10.3738091,3.41300509,50,"['add', 'sub', 'mul', 'div']",,10
101,100,0.03,0.149650542,23.77148724,0.16336577,0.143959002,0.154659815,0.145667254,4.894805594,600.8433182,600.2079203,97.45593405,26.42788506,4.921532085,50,"['add', 'sub', 'mul', 'div']",,10
102,100,0.03,1.569324736,23.80693293,1.75235375,1.824064023,1.894629434,1.758273812,2.205066441,600.1591682,600.6125641,7.910083771,29.76003575,2.43504772,50,"['add', 'sub', 'mul', 'div']",,10
103,100,0.03,1.512919352,23.55548048,0.166313471,1.046117931,1.725560442,1.579534794,1.522985196,601.0798845,600.4727275,8.04757905,8.5205338,2.898185923,50,"['add', 'sub', 'mul', 'div']",,10
104,100,0.03,0.087848906,23.66544199,0.092481339,0.094902676,0.111348451,0.109803234,2.29374806,600.7736123,600.5132663,75.14881682,19.97074914,2.811738966,50,"['add', 'sub', 'mul', 'div']",,10
105,100,0.03,4.358755198,24.14755011,5.283450074,4.592817001,3.964207876,4.37235995,3.741029851,600.2714872,600.5056229,28.65368915,14.99908161,4.431614982,50,"['add', 'sub', 'mul', 'div']",,10
106,100,0.03,0.033355562,22.93137813,0.545295406,0.035885908,0.20119211,0.067407798,1.530584909,600.4422793,600.748755,114.456902,37.1458323,2.278297894,50,"['add', 'sub', 'mul', 'div']",,10
107,100,0.03,0.11857032,24.57173538,0.163847729,0.122312033,0.512831944,0.447577431,0.123218511,600.2160699,600.357753,13.72482896,12.06716132,5.270947482,50,"['add', 'sub', 'mul', 'div']",,10
108,100,0.03,0.069176681,22.31236458,0.069895023,0.074620571,0.180120209,0.116188391,3.011442656,600.8236022,600.5014622,110.9185581,59.0822084,3.18255745,50,"['add', 'sub', 'mul', 'div']",,10
109,100,0.03,0.075718104,23.8541646,0.319995122,0.112472662,4.591295879,0.942352334,5.86170875,607.4235888,600.0616672,12.33543611,13.64832258,6.044378656,50,"['add', 'sub', 'mul', 'div']",,10
110,100,0.03,18.15429832,27.8698926,20.37850457,19.15056174,20.01457828,20.99113913,43.92133731,604.5074768,600.133554,6.569666862,13.5348773,24.43610189,50,"['add', 'sub', 'mul', 'div']",,10
111,100,0.03,5.42586271,23.66267276,9.408424912,5.002368417,12.04722128,10.54837996,11.53997365,601.1607618,600.3989747,11.71023989,11.1385026,12.63417103,50,"['add', 'sub', 'mul', 'div']",,10
112,100,0.03,15.32966591,37.40713954,12.7101072,16.68979759,15.34119671,16.73830015,19.81799774,600.6384914,600.8575888,13.5498631,25.99128342,14.19252086,50,"['add', 'sub', 'mul', 'div']",,10
113,100,0.03,2.708216633,22.68208456,5.08205629,2.139426524,3.690554973,2.750450377,4.066401668,600.7387452,601.5629299,13.31743002,11.81127834,4.477488996,50,"['add', 'sub', 'mul', 'div']",,10
114,100,0.03,0.081738877,23.3615005,1.961646924,0.082801673,2.540740587,0.188453366,2.703751575,600.0563951,603.9694774,7.185462475,88.12250376,2.709229825,50,"['add', 'sub', 'mul', 'div']",,10
115,100,0.03,0.168072252,23.62557387,3.062414178,0.168752881,4.419877806,2.151545904,4.268889349,604.7770321,601.5141234,13.20717168,12.44265771,4.664521733,50,"['add', 'sub', 'mul', 'div']",,10
116,100,0.03,0.057847751,21.80792522,0.121052377,0.052743555,1.303117139,0.418408001,2.941468348,604.1135128,600.1946421,39.7767818,15.22641683,2.657601709,50,"['add', 'sub', 'mul', 'div']",,10
117,100,0.03,0.06129867,23.70768833,0.076297975,0.063460633,0.681434519,0.101992475,2.774909909,602.6055546,600.0832355,119.6569612,81.96718025,3.136641742,50,"['add', 'sub', 'mul', 'div']",,10
118,100,0.03,0.075958117,23.72412395,0.076468606,0.087499102,0.113347385,0.079167162,1.87582795,600.6636281,602.8053215,101.7508211,65.96021605,3.476996118,50,"['add', 'sub', 'mul', 'div']",,10
119,100,0.03,0.099789946,22.38876939,0.102905114,0.099126109,0.104280686,0.137482909,0.09934687,600.0350318,600.054606,37.75293398,29.30968451,3.646933678,50,"['add', 'sub', 'mul', 'div']",,10
120,100,0.03,2.067133567,24.32213068,5.085202696,2.286033167,4.607715614,1.918679059,4.724017925,600.4928608,600.1015348,15.69591618,31.51421642,5.13334037,50,"['add', 'sub', 'mul', 'div']",,10
121,100,0.03,0.069858514,23.20337939,1.251306959,0.083754886,0.955656703,0.295373154,1.306934705,600.5854685,600.5708971,16.83487749,57.38987517,3.429988416,50,"['add', 'sub', 'mul', 'div']",,10
122,100,0.03,0.067089523,21.4760747,0.067203258,0.065240011,0.134739931,0.211543901,0.066237874,600.1383109,601.4452002,18.61522913,13.26990557,2.36735084,50,"['add', 'sub', 'mul', 'div']",,10
123,100,0.03,0.038981393,22.31353998,0.036717555,0.037363932,0.057253125,0.121759965,1.28148349,600.1203275,602.7363307,43.3000834,15.73063493,1.557112058,50,"['add', 'sub', 'mul', 'div']",,10
124,100,0.03,0.138982376,25.64550209,1.979139315,0.149788646,2.52451538,0.407451364,3.759940319,601.038245,600.536917,15.16036749,133.2967606,3.658095954,50,"['add', 'sub', 'mul', 'div']",,10
125,100,0.03,0.076324178,23.8866744,0.960795143,0.07899054,0.504793583,0.128295143,4.141190756,600.376832,600.2962167,130.7414322,82.55654216,2.841785695,50,"['add', 'sub', 'mul', 'div']",,10
126,100,0.03,0.09209765,23.31284475,0.101719796,0.101894199,0.537170955,0.288103076,3.980389402,603.253413,600.1793373,133.4930334,64.11314416,4.720386022,50,"['add', 'sub', 'mul', 'div']",,10
127,100,0.03,0.089928667,24.5496645,0.121734901,0.087604768,2.20140911,0.690139208,5.222693773,610.3188014,603.4372883,131.8067112,127.657706,7.271523779,50,"['add', 'sub', 'mul', 'div']",,10
128,100,0.03,5.210286931,22.84120154,3.893693304,6.208717612,7.472900219,6.901201945,5.624250226,600.755692,600.3587487,11.23404884,10.99378133,7.653451824,50,"['add', 'sub', 'mul', 'div']",,10
129,100,0.03,0.130025741,25.49616098,0.133013064,0.11941356,0.136130957,0.140991994,0.13357253,600.1643133,600.2343671,64.56342292,64.14296079,5.297473365,50,"['add', 'sub', 'mul', 'div']",,10
130,100,0.03,6.539542688,24.15531182,6.618310457,4.333204072,7.123152127,5.738172895,8.01084311,601.586216,601.1249676,29.72419739,19.61182261,7.134028956,50,"['add', 'sub', 'mul', 'div']",,10
131,100,0.03,0.047272315,24.41060901,0.05477926,0.045753725,0.093961304,0.060626819,2.583063628,600.3263609,600.1037421,79.26252103,52.60687995,2.918866788,50,"['add', 'sub', 'mul', 'div']",,10
132,100,0.03,2.821716464,24.51696324,2.293690342,2.765995303,1.927296298,2.588340562,3.376753596,600.7742445,600.2390962,32.80932522,17.39331818,3.506418666,50,"['add', 'sub', 'mul', 'div']",,10
